id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review_clean,reviews_per_month_clean,calculated_host_listings_count,availability_365,price_category,stay_category,availability_category,review_activity_category,host_scale_category,review_recency,days_since_last_review,estimated_annual_revenue,review_efficiency,host_business_scale,performance_tier,market_position,estimated_occupancy_rate
31698813,Cozy & Comfortable room-flushing subway,111142003,Se 小瑟,Queens,Flushing,"40,75187","-73,81691",Private room,40,1,10,18/06/2019,"2,52",1,205,Budget (≤$50),Short Stay (1 night),High Availability (>180 days),Medium Activity (1-3/month),Single Property,Sangat Lama (>1 tahun),2239,8200,"0,0488",Single Property Host,High Performer,Budget Popular,"45,2"
34146260,Crash Pad in Jackson Heights,153371127,Nancy,Queens,Jackson Heights,"40,75023","-73,87772",Shared room,27,1,4,10/06/2019,"2,73",2,355,Budget (≤$50),Short Stay (1 night),High Availability (>180 days),Medium Activity (1-3/month),Small Scale (2-5),Sangat Lama (>1 tahun),2247,9585,"0,0113",Small Scale Host (2-5),High Performer,Budget Popular,"17,8"
26639925,Esteem's Place Deux,141615596,Esteem,Bronx,Parkchester,"40,83791","-73,85845",Private room,26,1,14,13/06/2019,"1,24",2,311,Budget (≤$50),Short Stay (1 night),High Availability (>180 days),Medium Activity (1-3/month),Small Scale (2-5),Sangat Lama (>1 tahun),2244,8086,"0,045",Small Scale Host (2-5),Good Performer,Budget Popular,"17,8"
12370347,Super Sunny Room with Fireplace!,116382,Anthony,Brooklyn,Crown Heights,"40,66882","-73,9404",Private room,48,2,107,29/06/2019,"2,74",5,268,Budget (≤$50),Weekly Stay (2-7 nights),High Availability (>180 days),Medium Activity (1-3/month),Small Scale (2-5),Sangat Lama (>1 tahun),2228,12864,"0,3993",Small Scale Host (2-5),High Performer,Budget Popular,"45,2"
32575757,"2nd floor, Room# 1 ( 8' x 10')",244817841,Aminul,Brooklyn,East New York,"40,66954","-73,89539",Private room,35,7,4,27/06/2019,"1,19",13,260,Budget (≤$50),Weekly Stay (2-7 nights),High Availability (>180 days),Medium Activity (1-3/month),Medium Scale (6-20),Sangat Lama (>1 tahun),2230,9100,"0,0154",Medium Scale Host (6-20),Good Performer,Budget Popular,"45,2"
26417009,Ladies Bedroom Bed 2,119669058,Melissa,Brooklyn,Bedford-Stuyvesant,"40,69303","-73,95636",Shared room,38,1,17,23/06/2019,"1,39",34,365,Budget (≤$50),Short Stay (1 night),High Availability (>180 days),Medium Activity (1-3/month),Large Scale (>20),Sangat Lama (>1 tahun),2234,13870,"0,0466",Large Scale Host (>20),Good Performer,Budget Popular,"17,8"
33618352,Large Bedroom with privet bathroom,231131023,Christina,Brooklyn,Crown Heights,"40,66544","-73,9577",Private room,35,2,0,,0,1,224,Budget (≤$50),Weekly Stay (2-7 nights),High Availability (>180 days),No Reviews,Single Property,Tidak Ada Review,,7840,0,Single Property Host,Low Performer,Budget Struggling,"45,2"
19680275,Nice & new room in 2 bedroom  apt. Washer/dryer 2R,122498535,Gf,Brooklyn,East Flatbush,"40,65695","-73,92558",Private room,40,30,0,,0,3,326,Budget (≤$50),Monthly Stay (8-30 nights),High Availability (>180 days),No Reviews,Small Scale (2-5),Tidak Ada Review,,13040,0,Small Scale Host (2-5),Low Performer,Budget Struggling,"17,8"
33650779,Central Manhattan Ladies Only (Shared),247453895,Kamila,Manhattan,Kips Bay,"40,7432","-73,97605",Shared room,39,2,0,,0,3,324,Budget (≤$50),Weekly Stay (2-7 nights),High Availability (>180 days),No Reviews,Small Scale (2-5),Tidak Ada Review,,12636,0,Small Scale Host (2-5),Low Performer,Budget Struggling,"17,8"
29722985,J-ROOM SHARE BY CASINO*AIRPORT*CAFE*DOORSTEP METRO,213208277,Darry,Queens,South Ozone Park,"40,67098","-73,79657",Shared room,34,4,0,,0,8,365,Budget (≤$50),Weekly Stay (2-7 nights),High Availability (>180 days),No Reviews,Medium Scale (6-20),Tidak Ada Review,,12410,0,Medium Scale Host (6-20),Low Performer,Budget Struggling,"17,8"
35461620,Artsy Private BR in Fort Greene Cumberland,230192510,Zach,Brooklyn,Fort Greene,"40,6971","-73,97523",Private room,48,30,0,,0,25,305,Budget (≤$50),Monthly Stay (8-30 nights),High Availability (>180 days),No Reviews,Large Scale (>20),Tidak Ada Review,,14640,0,Large Scale Host (>20),Low Performer,Budget Struggling,"17,8"
30442999,Bedroom in heart of Bushwick Madison 2R-2,226410657,Nina,Brooklyn,Bedford-Stuyvesant,"40,68726","-73,93289",Private room,42,30,0,,0,27,312,Budget (≤$50),Monthly Stay (8-30 nights),High Availability (>180 days),No Reviews,Large Scale (>20),Tidak Ada Review,,13104,0,Large Scale Host (>20),Low Performer,Budget Struggling,"17,8"
30440712,Private Bedroom in Williamsburg Madison 2L-5,226410657,Nina,Brooklyn,Bedford-Stuyvesant,"40,68625","-73,93053",Private room,42,30,0,,0,27,332,Budget (≤$50),Monthly Stay (8-30 nights),High Availability (>180 days),No Reviews,Large Scale (>20),Tidak Ada Review,,13944,0,Large Scale Host (>20),Low Performer,Budget Struggling,"17,8"
24591995,Shared male room on Manhattan.Breathtaking view II,39528519,Max,Manhattan,Lower East Side,"40,71098","-73,98696",Shared room,35,14,0,,0,28,321,Budget (≤$50),Monthly Stay (8-30 nights),High Availability (>180 days),No Reviews,Large Scale (>20),Tidak Ada Review,,11235,0,Large Scale Host (>20),Low Performer,Budget Struggling,"17,8"
15717865,Beautiful private room in Queens NY,74782658,Gerardo,Queens,Glendale,"40,70075","-73,88743",Private room,40,1,117,01/07/2019,"3,63",1,300,Budget (≤$50),Short Stay (1 night),High Availability (>180 days),High Activity (>3/month),Single Property,Sangat Lama (>1 tahun),2226,12000,"0,39",Single Property Host,High Performer,Budget Popular,"17,8"
33592861,Brand new private apartment 5 minutes from JFK!,46789694,Tapashi,Queens,Springfield Gardens,"40,66821","-73,75263",Entire home/apt,50,1,16,30/06/2019,6,2,304,Budget (≤$50),Short Stay (1 night),High Availability (>180 days),High Activity (>3/month),Small Scale (2-5),Sangat Lama (>1 tahun),2227,15200,"0,0526",Small Scale Host (2-5),High Performer,Budget Popular,"17,8"
32777169,Beautiful Bedroom in Manhattan,53725579,William,Manhattan,Washington Heights,"40,84332","-73,93829",Private room,45,1,20,24/06/2019,"4,88",3,227,Budget (≤$50),Short Stay (1 night),High Availability (>180 days),High Activity (>3/month),Small Scale (2-5),Sangat Lama (>1 tahun),2233,10215,"0,0881",Small Scale Host (2-5),High Performer,Budget Popular,"45,2"
32048862,Twin Beds  With Sauna & Relaxing Spa Amenities,89985620,Annette C,Brooklyn,Flatlands,"40,62297","-73,92971",Private room,42,2,13,26/06/2019,"3,33",3,280,Budget (≤$50),Weekly Stay (2-7 nights),High Availability (>180 days),High Activity (>3/month),Small Scale (2-5),Sangat Lama (>1 tahun),2231,11760,"0,0464",Small Scale Host (2-5),High Performer,Budget Popular,"45,2"
14683118,Queen Bed/Awesome Space/Sauna & Spa Amenities,89985620,Annette C,Brooklyn,Flatlands,"40,62379","-73,92995",Private room,49,2,71,05/07/2019,"3,1",3,308,Budget (≤$50),Weekly Stay (2-7 nights),High Availability (>180 days),High Activity (>3/month),Small Scale (2-5),Sangat Lama (>1 tahun),2222,15092,"0,2305",Small Scale Host (2-5),High Performer,Budget Popular,"17,8"
30084665,Fuhgettaboutit! No hidden fees+HBOShowtime-1 guest,37401126,Leah,Brooklyn,East Flatbush,"40,64251","-73,93926",Private room,50,2,32,24/06/2019,"4,47",4,358,Budget (≤$50),Weekly Stay (2-7 nights),High Availability (>180 days),High Activity (>3/month),Small Scale (2-5),Sangat Lama (>1 tahun),2233,17900,"0,0894",Small Scale Host (2-5),High Performer,Budget Popular,"17,8"
12955454,Cozy Room in the Big Apple,33622924,Besinfe,Manhattan,Harlem,"40,83018","-73,9483",Private room,50,1,116,01/07/2019,"3,06",4,352,Budget (≤$50),Short Stay (1 night),High Availability (>180 days),High Activity (>3/month),Small Scale (2-5),Sangat Lama (>1 tahun),2226,17600,"0,3295",Small Scale Host (2-5),High Performer,Budget Popular,"17,8"
19891174,Bright Room in the great neighborhood ofPark Slope,55468128,Reina,Brooklyn,Windsor Terrace,"40,6582","-73,98235",Private room,49,1,109,29/06/2019,"4,99",7,258,Budget (≤$50),Short Stay (1 night),High Availability (>180 days),High Activity (>3/month),Medium Scale (6-20),Sangat Lama (>1 tahun),2228,12642,"0,4225",Medium Scale Host (6-20),High Performer,Budget Popular,"45,2"
35539920,#1 Hotel-Like Private Room King Bed Near JFK,263504959,David,Queens,Woodhaven,"40,69158","-73,86578",Private room,50,1,6,06/07/2019,6,8,273,Budget (≤$50),Short Stay (1 night),High Availability (>180 days),High Activity (>3/month),Medium Scale (6-20),Sangat Lama (>1 tahun),2221,13650,"0,022",Medium Scale Host (6-20),High Performer,Budget Popular,"45,2"
28756175,Huge Sunny Private Bedroom & Private Bathroom - BK,27186438,Kaylee,Brooklyn,East Flatbush,"40,65345","-73,94881",Private room,43,6,2,04/01/2019,"0,22",1,311,Budget (≤$50),Weekly Stay (2-7 nights),High Availability (>180 days),Low Activity (≤1/month),Single Property,Sangat Lama (>1 tahun),2404,13373,"0,0064",Single Property Host,Average Performer,Budget Struggling,"17,8"
19830759,Beautiful Large Bedroom in Brooklyn!,2891898,Jennifer,Brooklyn,Borough Park,"40,64712","-73,99646",Private room,48,5,2,03/05/2019,"0,19",1,214,Budget (≤$50),Weekly Stay (2-7 nights),High Availability (>180 days),Low Activity (≤1/month),Single Property,Sangat Lama (>1 tahun),2285,10272,"0,0093",Single Property Host,Average Performer,Budget Struggling,"45,2"
13814281,Twin size bed 2 blocks away L&M train to Manhattan,48985309,Serdar,Queens,Ridgewood,"40,70183","-73,91146",Private room,35,7,16,25/06/2019,"0,47",1,247,Budget (≤$50),Weekly Stay (2-7 nights),High Availability (>180 days),Low Activity (≤1/month),Single Property,Sangat Lama (>1 tahun),2232,8645,"0,0648",Single Property Host,Average Performer,Budget Struggling,"45,2"
2414157,Relaxed Comfortable Beds in A Cozy Apartment.,8904815,Sandra&Orlando,Brooklyn,Flatbush,"40,64307","-73,95455",Shared room,30,5,34,29/06/2019,"0,52",2,288,Budget (≤$50),Weekly Stay (2-7 nights),High Availability (>180 days),Low Activity (≤1/month),Small Scale (2-5),Sangat Lama (>1 tahun),2228,8640,"0,1181",Small Scale Host (2-5),Average Performer,Budget Struggling,"45,2"
17529164,Large Room with Private Bathroom (Long Term+++),11070120,Vernon,Bronx,Fordham,"40,85929","-73,90048",Private room,45,22,10,13/04/2019,"0,36",2,186,Budget (≤$50),Monthly Stay (8-30 nights),High Availability (>180 days),Low Activity (≤1/month),Small Scale (2-5),Sangat Lama (>1 tahun),2305,8370,"0,0538",Small Scale Host (2-5),Average Performer,Budget Struggling,"72,6"
29487162,"Cozy Room In The Heart Of Bushwick, Brooklyn",62925063,Andrea,Brooklyn,Bushwick,"40,70167","-73,93308",Private room,50,1,3,17/05/2019,"0,36",2,342,Budget (≤$50),Short Stay (1 night),High Availability (>180 days),Low Activity (≤1/month),Small Scale (2-5),Sangat Lama (>1 tahun),2271,17100,"0,0088",Small Scale Host (2-5),Average Performer,Budget Struggling,"17,8"
22602979,Great Private & Cozy bedroom in Crown Heights,166286543,Mark,Brooklyn,Crown Heights,"40,67299","-73,95521",Private room,49,7,6,12/06/2019,"0,41",2,299,Budget (≤$50),Weekly Stay (2-7 nights),High Availability (>180 days),Low Activity (≤1/month),Small Scale (2-5),Sangat Lama (>1 tahun),2245,14651,"0,0201",Small Scale Host (2-5),Average Performer,Budget Struggling,"45,2"
16706875,Spacious and cozy room 25minutes from Manhattan,1938828,Shay,Brooklyn,East Flatbush,"40,64836","-73,94547",Private room,42,13,22,25/05/2019,"0,75",3,267,Budget (≤$50),Monthly Stay (8-30 nights),High Availability (>180 days),Low Activity (≤1/month),Small Scale (2-5),Sangat Lama (>1 tahun),2263,11214,"0,0824",Small Scale Host (2-5),Average Performer,Budget Struggling,"45,2"
26294658,Entire 2nd Floor with Private Bath,195041901,Lucy,Brooklyn,Bedford-Stuyvesant,"40,68546","-73,94574",Private room,40,14,3,28/05/2019,"0,26",3,256,Budget (≤$50),Monthly Stay (8-30 nights),High Availability (>180 days),Low Activity (≤1/month),Small Scale (2-5),Sangat Lama (>1 tahun),2260,10240,"0,0117",Small Scale Host (2-5),Average Performer,Budget Struggling,"45,2"
670767,Bookcase Room with Hidden Door!,3363720,Kate,Brooklyn,Bushwick,"40,68796","-73,91906",Private room,42,5,70,29/04/2019,"0,88",3,236,Budget (≤$50),Weekly Stay (2-7 nights),High Availability (>180 days),Low Activity (≤1/month),Small Scale (2-5),Sangat Lama (>1 tahun),2289,9912,"0,2966",Small Scale Host (2-5),Average Performer,Budget Struggling,"45,2"
21659702,NEWLY RENOVATED HOME IN BUSHWICK / Best offer,146345538,Sergii,Brooklyn,Bushwick,"40,6951","-73,91157",Shared room,30,30,5,04/10/2018,"0,25",5,365,Budget (≤$50),Monthly Stay (8-30 nights),High Availability (>180 days),Low Activity (≤1/month),Small Scale (2-5),Sangat Lama (>1 tahun),2496,10950,"0,0137",Small Scale Host (2-5),Average Performer,Budget Struggling,"17,8"
1221517,Private Room (Cozy & Clean) Manhattan NYC,2559004,Sergio,Manhattan,East Harlem,"40,8035","-73,94041",Private room,41,30,4,01/07/2018,"0,09",5,217,Budget (≤$50),Monthly Stay (8-30 nights),High Availability (>180 days),Low Activity (≤1/month),Small Scale (2-5),Sangat Lama (>1 tahun),2591,8897,"0,0184",Small Scale Host (2-5),Average Performer,Budget Struggling,"45,2"
29059334,BSM.1. Shered room for 4-5 guests,215588687,Levi,Brooklyn,Prospect-Lefferts Gardens,"40,66017","-73,9475",Shared room,25,2,4,07/06/2019,"0,53",6,365,Budget (≤$50),Weekly Stay (2-7 nights),High Availability (>180 days),Low Activity (≤1/month),Medium Scale (6-20),Sangat Lama (>1 tahun),2250,9125,"0,011",Medium Scale Host (6-20),Average Performer,Budget Struggling,"17,8"
22366842,Fully equipped room that's 3 mins from L train!,10994664,Alexander,Brooklyn,Bushwick,"40,69208","-73,90452",Shared room,29,30,1,11/12/2018,"0,14",8,334,Budget (≤$50),Monthly Stay (8-30 nights),High Availability (>180 days),Low Activity (≤1/month),Medium Scale (6-20),Sangat Lama (>1 tahun),2428,9686,"0,003",Medium Scale Host (6-20),Average Performer,Budget Struggling,"17,8"
4772987,Queen size bedroom. 15 min to NYC,24597265,Freda,Queens,Ditmars Steinway,"40,77183","-73,90973",Private room,50,6,17,02/06/2019,"0,34",8,365,Budget (≤$50),Weekly Stay (2-7 nights),High Availability (>180 days),Low Activity (≤1/month),Medium Scale (6-20),Sangat Lama (>1 tahun),2255,18250,"0,0466",Medium Scale Host (6-20),Average Performer,Budget Struggling,"17,8"
27284901,"Gorgeous One Bedroom in Ridgewood, Queens!",205530337,Nina,Queens,Ridgewood,"40,701","-73,90607",Private room,45,30,1,15/05/2019,"0,54",8,321,Budget (≤$50),Monthly Stay (8-30 nights),High Availability (>180 days),Low Activity (≤1/month),Medium Scale (6-20),Sangat Lama (>1 tahun),2273,14445,"0,0031",Medium Scale Host (6-20),Average Performer,Budget Struggling,"17,8"
30570178,CHEERFUL RM IN BROOKLYN! EASY ACCESS TO TRAIN! R3,229147376,Melly,Brooklyn,Bedford-Stuyvesant,"40,68709","-73,95801",Private room,45,15,3,12/05/2019,"0,47",11,199,Budget (≤$50),Monthly Stay (8-30 nights),High Availability (>180 days),Low Activity (≤1/month),Medium Scale (6-20),Sangat Lama (>1 tahun),2276,8955,"0,0151",Medium Scale Host (6-20),Average Performer,Budget Struggling,"72,6"
30440903,Amazing Bedroom in Bushwick Madison 3L-3,226410657,Nina,Brooklyn,Bedford-Stuyvesant,"40,68625","-73,93286",Private room,42,30,1,21/05/2019,"0,6",27,282,Budget (≤$50),Monthly Stay (8-30 nights),High Availability (>180 days),Low Activity (≤1/month),Large Scale (>20),Sangat Lama (>1 tahun),2267,11844,"0,0035",Large Scale Host (>20),Average Performer,Budget Struggling,"45,2"
5581442,Home 4 Medical Professionals- St Johns Episcopal 4,26377263,Stat,Queens,Far Rockaway,"40,59594","-73,75492",Private room,38,30,5,13/05/2017,"0,1",43,312,Budget (≤$50),Monthly Stay (8-30 nights),High Availability (>180 days),Low Activity (≤1/month),Large Scale (>20),Sangat Lama (>1 tahun),3005,11856,"0,016",Large Scale Host (>20),Average Performer,Budget Struggling,"17,8"
2234100,"Coffee,Tea&Milk Astor Place Lodging",10931680,John,Manhattan,East Village,"40,72672","-73,98851",Shared room,30,30,125,31/12/2017,"1,88",1,304,Budget (≤$50),Monthly Stay (8-30 nights),High Availability (>180 days),Medium Activity (1-3/month),Single Property,Sangat Lama (>1 tahun),2773,9120,"0,4112",Single Property Host,Good Performer,Budget Popular,"17,8"
32042721,Sunny BR w/ Private LR 15 min to JFK free Parking,240239465,Okhela,Queens,St. Albans,"40,70132","-73,75463",Entire home/apt,30,2,11,25/05/2019,"2,32",2,230,Budget (≤$50),Weekly Stay (2-7 nights),High Availability (>180 days),Medium Activity (1-3/month),Small Scale (2-5),Sangat Lama (>1 tahun),2263,6900,"0,0478",Small Scale Host (2-5),High Performer,Budget Popular,"45,2"
21104699,Cozy Blue Room,333897,Lane,Queens,Ridgewood,"40,69385","-73,90296",Private room,50,1,50,01/06/2019,"2,34",2,341,Budget (≤$50),Short Stay (1 night),High Availability (>180 days),Medium Activity (1-3/month),Small Scale (2-5),Sangat Lama (>1 tahun),2256,17050,"0,1466",Small Scale Host (2-5),High Performer,Budget Popular,"17,8"
27045165,Washington Heights Paradise,138635224,Josh,Manhattan,Washington Heights,"40,85671","-73,93011",Shared room,40,1,19,05/04/2019,"1,82",2,341,Budget (≤$50),Short Stay (1 night),High Availability (>180 days),Medium Activity (1-3/month),Small Scale (2-5),Sangat Lama (>1 tahun),2313,13640,"0,0557",Small Scale Host (2-5),Good Performer,Budget Popular,"17,8"
18375815,Spacious private room close St. Barnabas Hospital,127249880,Emma,Bronx,Tremont,"40,84647","-73,89299",Private room,38,2,33,28/05/2019,"1,27",2,327,Budget (≤$50),Weekly Stay (2-7 nights),High Availability (>180 days),Medium Activity (1-3/month),Small Scale (2-5),Sangat Lama (>1 tahun),2260,12426,"0,1009",Small Scale Host (2-5),Good Performer,Budget Popular,"17,8"
30417877,Private Room #2 in Brooklyn,25077909,Carlos,Brooklyn,Bedford-Stuyvesant,"40,69044","-73,92636",Private room,50,3,10,26/06/2019,"1,59",2,235,Budget (≤$50),Weekly Stay (2-7 nights),High Availability (>180 days),Medium Activity (1-3/month),Small Scale (2-5),Sangat Lama (>1 tahun),2231,11750,"0,0426",Small Scale Host (2-5),Good Performer,Budget Popular,"45,2"
29856229,GREAT FURNISHED BEDROOM NEAR MIDTOWN MANHATTAN,221836975,Jon,Queens,Jackson Heights,"40,74945","-73,89299",Private room,50,2,9,02/07/2019,"1,38",3,365,Budget (≤$50),Weekly Stay (2-7 nights),High Availability (>180 days),Medium Activity (1-3/month),Small Scale (2-5),Sangat Lama (>1 tahun),2225,18250,"0,0247",Small Scale Host (2-5),Good Performer,Budget Popular,"17,8"
20679072,"One B/R (1-2Gsts) near beach, JFK, A & Air trains",139957134,Trudy,Queens,Arverne,"40,59754","-73,79949",Private room,50,1,53,27/06/2019,"2,35",3,249,Budget (≤$50),Short Stay (1 night),High Availability (>180 days),Medium Activity (1-3/month),Small Scale (2-5),Sangat Lama (>1 tahun),2230,12450,"0,2129",Small Scale Host (2-5),High Performer,Budget Popular,"45,2"
9518,"SPACIOUS, LOVELY FURNISHED MANHATTAN BEDROOM",31374,Shon,Manhattan,Inwood,"40,86482","-73,92106",Private room,44,3,108,15/06/2019,"1,11",3,311,Budget (≤$50),Weekly Stay (2-7 nights),High Availability (>180 days),Medium Activity (1-3/month),Small Scale (2-5),Sangat Lama (>1 tahun),2242,13684,"0,3473",Small Scale Host (2-5),Good Performer,Budget Popular,"17,8"
21280280,Prince single room,14103991,Ruth,Queens,Flushing,"40,75602","-73,818",Private room,40,2,29,20/06/2019,"1,4",4,314,Budget (≤$50),Weekly Stay (2-7 nights),High Availability (>180 days),Medium Activity (1-3/month),Small Scale (2-5),Sangat Lama (>1 tahun),2237,12560,"0,0924",Small Scale Host (2-5),Good Performer,Budget Popular,"17,8"
5783517,Cozy & Clean #1,23533897,Fatou,Brooklyn,Crown Heights,"40,67383","-73,95137",Private room,50,2,61,26/06/2019,"1,17",7,285,Budget (≤$50),Weekly Stay (2-7 nights),High Availability (>180 days),Medium Activity (1-3/month),Medium Scale (6-20),Sangat Lama (>1 tahun),2231,14250,"0,214",Medium Scale Host (6-20),Good Performer,Budget Popular,"45,2"
35705257,International Shared Wiggle Room BEST for Groups,175730239,Baboucarr,Queens,Sunnyside,"40,73996","-73,92829",Shared room,30,3,2,01/07/2019,2,12,354,Budget (≤$50),Weekly Stay (2-7 nights),High Availability (>180 days),Medium Activity (1-3/month),Medium Scale (6-20),Sangat Lama (>1 tahun),2226,10620,"0,0056",Medium Scale Host (6-20),High Performer,Budget Popular,"17,8"
36199363,Furnished room  for rent in Bronx SINGLE FEMALE,272247972,Kadeen,Bronx,Olinville,"40,88116","-73,86547",Shared room,25,90,0,,0,1,190,Budget (≤$50),Long Stay (>30 nights),High Availability (>180 days),No Reviews,Single Property,Tidak Ada Review,,4750,0,Single Property Host,Low Performer,Budget Struggling,"72,6"
34908120,Comfy room close to M train. 18mins to Manhattan,66959637,Carmen,Queens,Ridgewood,"40,70358","-73,90864",Private room,50,7,0,,0,2,281,Budget (≤$50),Weekly Stay (2-7 nights),High Availability (>180 days),No Reviews,Small Scale (2-5),Tidak Ada Review,,14050,0,Small Scale Host (2-5),Low Performer,Budget Struggling,"45,2"
30975610,Gorgeous 2 people shared room with great amenities,10994664,Alexander,Brooklyn,Bushwick,"40,69213","-73,90548",Shared room,40,30,0,,0,8,365,Budget (≤$50),Monthly Stay (8-30 nights),High Availability (>180 days),No Reviews,Medium Scale (6-20),Tidak Ada Review,,14600,0,Medium Scale Host (6-20),Low Performer,Budget Struggling,"17,8"
35706150,Shared Spaces in Candlelight;Quiescence w Relaxing,175730239,Baboucarr,Queens,Sunnyside,"40,74064","-73,92871",Shared room,30,3,0,,0,12,351,Budget (≤$50),Weekly Stay (2-7 nights),High Availability (>180 days),No Reviews,Medium Scale (6-20),Tidak Ada Review,,10530,0,Medium Scale Host (6-20),Low Performer,Budget Struggling,"17,8"
5538353,Home 4 Medical Professionals-KingsC,26377263,Stat,Brooklyn,Prospect-Lefferts Gardens,"40,65604","-73,94221",Private room,45,30,0,,0,43,361,Budget (≤$50),Monthly Stay (8-30 nights),High Availability (>180 days),No Reviews,Large Scale (>20),Tidak Ada Review,,16245,0,Large Scale Host (>20),Low Performer,Budget Struggling,"17,8"
35771730,Cozy bedroom close to Manhattan,178036911,Kate And Alex,Brooklyn,Bedford-Stuyvesant,"40,68293","-73,92924",Private room,50,1,5,05/07/2019,5,2,359,Budget (≤$50),Short Stay (1 night),High Availability (>180 days),High Activity (>3/month),Small Scale (2-5),Sangat Lama (>1 tahun),2222,17950,"0,0139",Small Scale Host (2-5),High Performer,Budget Popular,"17,8"
28315707,!AMAZING PRIVATE ROOM 2 MIN FROM TRAIN STATION!,213795822,MateusDaniela,Brooklyn,Bushwick,"40,68236","-73,90765",Private room,45,1,30,05/07/2019,"3,63",2,327,Budget (≤$50),Short Stay (1 night),High Availability (>180 days),High Activity (>3/month),Small Scale (2-5),Sangat Lama (>1 tahun),2222,14715,"0,0917",Small Scale Host (2-5),High Performer,Budget Popular,"17,8"
35612963,"Bright  Spacious CrashPad  , NextDoor To Subway",21261408,Jay,Brooklyn,Clinton Hill,"40,68981","-73,9604",Shared room,37,1,4,29/06/2019,4,6,344,Budget (≤$50),Short Stay (1 night),High Availability (>180 days),High Activity (>3/month),Medium Scale (6-20),Sangat Lama (>1 tahun),2228,12728,"0,0116",Medium Scale Host (6-20),High Performer,Budget Popular,"17,8"
21110494,Nice  spotless room attached PRIVATE FULL BATHROOM,120767920,Jimmy &Cindy,Queens,Flushing,"40,75898","-73,81448",Private room,45,3,67,21/06/2019,"3,16",10,349,Budget (≤$50),Weekly Stay (2-7 nights),High Availability (>180 days),High Activity (>3/month),Medium Scale (6-20),Sangat Lama (>1 tahun),2236,15705,"0,192",Medium Scale Host (6-20),High Performer,Budget Popular,"17,8"
9563873,1  ROOM IN A NEW HOUSE IN QUEENS,49514708,Steve,Queens,Jamaica,"40,69009","-73,79555",Private room,37,4,42,07/07/2019,"0,98",1,228,Budget (≤$50),Weekly Stay (2-7 nights),High Availability (>180 days),Low Activity (≤1/month),Single Property,Sangat Lama (>1 tahun),2220,8436,"0,1842",Single Property Host,Average Performer,Budget Struggling,"45,2"
883209,World Travelers to Couchcrash in BK,4158086,Vivian,Brooklyn,Bedford-Stuyvesant,"40,69132","-73,94205",Shared room,50,3,15,16/09/2017,"0,2",1,365,Budget (≤$50),Weekly Stay (2-7 nights),High Availability (>180 days),Low Activity (≤1/month),Single Property,Sangat Lama (>1 tahun),2879,18250,"0,0411",Single Property Host,Average Performer,Budget Struggling,"17,8"
29463847,NIce Bright Private Room North of Central Park,221929447,Lyn,Manhattan,Harlem,"40,81226","-73,94137",Private room,45,5,5,17/06/2019,"0,6",1,184,Budget (≤$50),Weekly Stay (2-7 nights),High Availability (>180 days),Low Activity (≤1/month),Single Property,Sangat Lama (>1 tahun),2240,8280,"0,0272",Single Property Host,Average Performer,Budget Struggling,"72,6"
21815771,Cozy Affordable room in Brooklyn,158920456,Diego,Brooklyn,Bedford-Stuyvesant,"40,6786","-73,9255",Private room,40,1,13,30/06/2019,"0,65",1,184,Budget (≤$50),Short Stay (1 night),High Availability (>180 days),Low Activity (≤1/month),Single Property,Sangat Lama (>1 tahun),2227,7360,"0,0707",Single Property Host,Average Performer,Budget Struggling,"72,6"
10886971,Cozy Btful Private Room In Brooklyn,8261208,Shakima,Brooklyn,Bedford-Stuyvesant,"40,68585","-73,94875",Private room,45,2,27,05/07/2019,"0,78",1,339,Budget (≤$50),Weekly Stay (2-7 nights),High Availability (>180 days),Low Activity (≤1/month),Single Property,Sangat Lama (>1 tahun),2222,15255,"0,0796",Single Property Host,Average Performer,Budget Struggling,"17,8"
32890197,Brooklyn Room with 2 Chill Guys,175413,Angelo,Brooklyn,Bushwick,"40,69835","-73,93258",Private room,33,2,3,31/03/2019,"0,75",1,188,Budget (≤$50),Weekly Stay (2-7 nights),High Availability (>180 days),Low Activity (≤1/month),Single Property,Sangat Lama (>1 tahun),2318,6204,"0,016",Single Property Host,Average Performer,Budget Struggling,"72,6"
18227315,Fully furnished room with a single bed,87723508,Edyta,Queens,Glendale,"40,69845","-73,8958",Private room,35,30,7,02/01/2019,"0,27",2,294,Budget (≤$50),Monthly Stay (8-30 nights),High Availability (>180 days),Low Activity (≤1/month),Small Scale (2-5),Sangat Lama (>1 tahun),2406,10290,"0,0238",Small Scale Host (2-5),Average Performer,Budget Struggling,"45,2"
4174847,Quiet bedroom in a waste free household,21663531,Dana,Queens,Ridgewood,"40,7078","-73,90177",Private room,50,21,38,30/09/2018,"0,76",2,245,Budget (≤$50),Monthly Stay (8-30 nights),High Availability (>180 days),Low Activity (≤1/month),Small Scale (2-5),Sangat Lama (>1 tahun),2500,12250,"0,1551",Small Scale Host (2-5),Average Performer,Budget Struggling,"45,2"
